TransactionID,ItemID,Quantity,LineTotal
1221,981,28,4241076
1221,790,37,5269318
1221,518,46,1047098
1221,912,34,4251122
1222,937,12,1857480
1223,539,16,511184
1223,691,27,2847474
1223,589,21,4061421
1223,801,22,488818
1223,947,6,660948
1224,553,41,7097961
1224,911,14,1986404
1224,760,20,1042020
1224,610,18,2748762
1224,714,38,7433750
1225,964,12,216840
1225,920,9,1407600
1225,550,39,7183683
1225,918,31,3713087
1225,553,10,1731210
1225,587,46,2406628
1226,700,43,5078257
1226,622,3,116196
1226,507,1,56540
1226,649,31,4970354
1226,892,18,1345896
1226,579,46,6808598
1226,683,16,2830816
1226,751,19,1205379
1226,542,33,3904527
1227,751,4,253764
1228,608,48,7933728
1228,829,49,7744744
1228,996,20,3660420
1228,516,49,9260902
1228,553,4,692484
1228,729,7,576121
1229,796,30,5030580
1229,685,27,2259576
1229,958,18,418032
1229,974,2,59912
1230,604,30,4592610
1231,559,43,5844431
1231,908,29,2503425
1232,509,29,812493
1232,857,9,818190
1232,929,30,303780
1232,941,16,2837056
1232,909,47,7241337
1232,706,34,5013062
1232,995,18,211662
1232,668,29,424009
1232,733,48,7439520
1233,691,32,3374784
1233,535,4,220424
1233,742,13,343057
1233,871,22,1638648
1234,830,11,264660
1234,631,7,624764
1234,870,2,108056
1235,790,5,712070
1235,857,7,636370
1235,583,4,417824
1235,763,27,5376753
1235,612,48,1635408
1235,749,26,3177746
1235,899,47,7404850
1236,530,20,3090560
1236,516,17,3212966
1236,935,1,144869
1236,561,38,1809788
1236,694,40,2316600
1236,541,25,4665375
1236,677,6,462402
1236,578,39,2550327
1236,972,38,2945988
1237,903,49,6876170
1237,809,26,2176148
1237,507,37,2091980
1237,692,15,2209515
1237,951,21,2724099
1237,514,43,447372
1237,914,20,2009480
1237,609,29,4267698
1238,706,7,1032101
1238,608,20,3305720
1238,567,36,1952568
1239,731,13,2563730
1239,822,47,4546780
1239,669,27,4214862
1239,967,48,3252528
1240,803,44,2328876
1240,645,17,2487304
1240,940,32,1027712
1240,795,24,2587896
1240,793,4,412280
1241,609,20,2943240
1241,762,2,203844
1242,776,8,922336
1242,542,20,2366380
1242,813,28,1509900
1242,767,40,5501360
1242,690,8,483584
1243,619,13,1036412
1244,664,34,2640474
1244,510,17,1459960
1244,541,13,2425995
1244,735,10,1340400
1245,535,31,1708286
1245,942,45,6422265
1245,860,20,308160
1245,866,44,2699664
1245,911,17,2412062
1246,766,35,6231680
1247,826,46,6492854
1247,698,48,5749392
1247,718,11,942733
1247,955,44,2971980
1247,814,43,6321989
1247,517,4,681044
1247,956,6,295344
1247,503,49,7116270
1247,677,12,924804
1248,530,49,7571872
1248,849,31,660362
1248,592,25,4522075
1248,774,48,1469664
1248,976,1,131008
1248,948,43,8352535
1248,787,5,76435
1249,736,20,3082360
1249,714,9,1760625
1249,747,28,3953292
1249,801,17,377723
1249,944,20,2681700
1249,702,41,3778232
1250,690,2,120896
1250,591,2,226392
1250,521,19,2867708
1250,929,47,475922
1250,891,17,511751
1250,817,32,5852928
1251,540,41,1957504
1251,639,6,611190
1251,876,46,1335334
1251,642,33,1099593
1251,845,46,6338616
1252,561,29,1381154
1252,733,25,3874750
1252,999,49,1687658
1252,649,34,5451356
1253,835,1,83340
1254,637,49,3025505
1254,673,29,2692302
1254,575,49,3685535
1254,692,24,3535224
1254,781,13,1198340
1254,840,17,1321376
1254,799,4,465152
1255,513,49,6931344
1255,624,40,6095440
1255,659,14,1698438
1255,811,17,2490279
1255,704,17,2278833
1255,736,32,4931776
1255,858,16,2086880
1255,580,11,395274
1255,602,40,4582920
1256,785,32,1593888
1256,804,36,4943124
1256,579,25,3700325
1256,854,29,2700538
1256,644,28,912072
1256,634,13,1490840
1256,878,42,1775130
1257,756,42,4125912
1257,947,36,3965688
1257,986,9,505467
1258,919,22,602096
1258,689,18,199116
1258,894,20,487640
1258,780,4,302180
1259,612,25,851775
1259,793,16,1649120
1259,803,48,2540592
1259,541,17,3172455
1259,861,29,2011991
1259,943,36,6789420
1259,890,5,695190
1259,551,15,898830
1260,868,7,754040
1260,972,40,3101040
1260,816,14,252098
1261,987,45,1341720
1261,805,18,1393992
1261,853,27,2879442
1262,856,22,4353602
1262,909,25,3851775
1263,660,41,6141349
1264,600,23,358087
1264,960,13,2160886
1264,665,28,1518916
1264,834,14,2142364
1264,601,9,718524
1265,615,16,1891440
1265,855,30,1035570
1265,631,14,1249528
1265,943,30,5657850
1265,866,7,429492
1266,989,7,439971
1266,623,6,788790
1266,663,49,4100614
1266,950,16,2885664
1266,995,36,423324
1266,886,8,655256
1266,635,29,4581391
1267,699,41,6036840
1267,560,37,1268545
1267,836,20,2259480
1267,670,21,3070158
1267,626,42,2818536
1268,955,15,1013175
1268,814,21,3087483
1268,559,31,4213427
1269,563,5,974715
1270,542,21,2484699
1271,853,9,959814
1271,751,32,2030112
1271,502,18,608994
1271,674,31,2936227
1271,990,32,5311648
1272,605,9,495018
1272,889,30,1518930
1272,886,16,1310512
1272,694,36,2084940
1272,572,17,1082594
1272,888,30,2233050
1272,883,40,7850080
1272,556,38,4779070
1273,870,13,702364
1273,648,29,5704793
1273,994,23,3723194
1273,534,15,2638320
1273,903,12,1683960
1273,619,33,2630892
1273,914,19,1909006
1273,821,46,4547606
1273,966,12,223992
1274,650,23,2963113
1275,825,48,7920096
1276,745,40,6792720
1276,557,19,1595297
1276,862,20,701060
1276,687,40,4843040
1276,876,46,1335334
1276,690,11,664928
1276,672,48,1345440
1276,550,28,5157516
1277,780,6,453270
1277,903,31,4350230
1278,861,29,2011991
1278,823,13,331812
1278,700,49,5786851
1278,822,28,2708720
1278,927,9,567252
1279,917,39,5299515
1279,845,43,5925228
1279,591,33,3735468
1280,538,22,1476002
1280,743,4,528708
1280,747,46,6494694
1280,880,26,4808544
1280,940,1,32116
1280,716,3,526803
1280,904,27,2195505
1281,944,17,2279445
1281,922,27,2747277
1281,610,18,2748762
1282,749,16,1955536
1282,788,35,6141065
1282,753,15,314310
1282,703,44,5941584
1282,610,23,3512307
1282,892,48,3589056
1282,853,9,959814
1282,965,19,2587059
1282,580,25,898350
1283,787,48,733776
1283,944,22,2949870
1283,675,37,7279010
1283,658,8,1129016
1283,927,31,1953868
1283,535,3,165318
1283,986,1,56163
1284,995,38,446842
1284,854,38,3538636
1284,829,39,6164184
1284,644,14,456036
1284,557,2,167926
1284,907,8,193224
1284,675,34,6688820
1284,984,4,675072
1285,907,5,120765
1285,575,35,2632525
1285,509,10,280170
1285,515,22,4004330
1285,527,5,74045
1286,650,42,5410902
1286,975,19,1068560
1286,524,48,1611552
1286,594,40,1198520
1286,791,28,3328416
1286,810,31,4167950
1286,788,47,8246573
1286,719,29,2496610
1287,637,25,1543625
1288,841,12,2101056
1288,708,46,1053860
1288,553,22,3808662
1289,944,20,2681700
1289,903,14,1964620
1289,872,30,1264620
1290,910,22,1436996
1290,632,18,895482
1290,862,37,1296961
1290,606,36,5303736
1291,528,34,5891282
1291,986,24,1347912
1291,548,7,1393623
1291,921,18,3564252
1291,615,29,3428235
1292,755,39,2204046
1292,876,13,377377
1293,668,11,160831
1293,840,26,2020928
1293,644,48,1563552
1293,875,43,3344497
1293,637,25,1543625
1293,945,29,3703822
1293,574,12,1095804
1293,905,14,1229676
1293,853,11,1173106
1294,740,36,687996
1294,987,43,1282088
1294,859,13,1057212
1294,588,5,401950
1294,738,40,572960
1294,879,39,4403724
1294,635,11,1737769
1294,673,9,835542
1295,632,36,1790964
1295,843,43,8025090
1295,724,26,5192928
1295,579,5,740065
1295,841,10,1750880
1296,645,39,5706168
1296,501,3,216876
1296,513,43,6082608
1296,796,11,1844546
1296,636,24,3836376
1296,756,30,2947080
1296,933,45,2932920
1297,619,36,2870064
1297,819,46,6030646
1297,940,30,963480
1297,716,36,6321636
1297,766,41,7299968
1297,775,7,295778
1298,748,13,1765504
1298,508,24,3874944
1298,695,12,175584
1298,870,2,108056
1298,852,15,973755
1298,563,28,5458404
1298,804,8,1098472
1299,522,38,3444396
1299,874,4,454708
1299,990,31,5145659
1299,637,34,2099330
1299,935,17,2462773
1300,996,48,8785008
1300,978,41,4275070
1300,778,44,1325632
1300,820,2,343190
1300,851,43,2199751
1300,656,35,2114980
1300,831,44,2345332
1300,650,49,6312719
1300,688,8,1210712
1301,665,47,2549609
1301,966,32,597312
1302,751,36,2283876
1302,909,49,7549479
1302,503,27,3921210
1302,686,15,2693850
1303,611,45,7356915
1303,663,29,2426894
1303,517,49,8342789
1304,946,35,1023960
1304,902,4,538856
1304,730,27,4541697
1305,658,41,5786207
1305,529,38,7387276
1305,737,2,331780
1305,761,15,1114845
1305,727,37,4677577
1305,759,7,1198239
1306,775,2,84508
1306,940,49,1573684
1306,873,10,123360
1306,847,29,2965627
1306,919,42,1149456
1306,687,33,3995508
1306,842,43,913578
1307,564,48,1401504
1307,768,35,2715440
1307,511,49,5662930
1307,600,38,591622
1307,513,4,565824
1307,673,2,185676
1307,681,2,230372
1308,750,11,255574
1308,974,26,778856
1308,902,15,2020710
1308,940,15,481740
1308,817,17,3109368
1308,800,5,467620
1308,689,1,11062
1308,569,33,1642212
1308,926,20,1405580
1309,535,33,1818498
1309,521,30,4527960
1309,666,16,2525120
1309,697,2,289336
1309,891,39,1174017
1310,987,31,924296
1310,790,21,2990694
1310,730,31,5214541
1310,977,45,8019900
1310,527,26,385034
1310,999,23,792166
1311,678,27,3456891
1311,965,1,136161
1311,601,9,718524
1311,927,1,63028
1311,501,49,3542308
1311,804,35,4805815
1311,807,2,223668
1311,874,9,1023093
1311,951,10,1297190
1312,572,18,1146276
1312,835,38,3166920
1312,622,25,968300
1312,529,24,4665648
1312,606,41,6040366
1312,526,25,522900
1313,684,15,844065
1313,937,20,3095800
1313,581,9,1480122
1313,676,8,389104
1313,931,3,112896
1314,955,8,540360
1314,806,1,149639
1314,852,33,2142261
1314,913,38,3270926
1314,547,36,881604
1314,769,43,4925091
1314,902,40,5388560
1314,767,28,3850952
1314,535,41,2259346
1315,800,42,3928008
1315,749,47,5744387
1315,907,2,48306
1315,736,24,3698832
1315,964,8,144560
1315,517,19,3234959
1315,945,14,1788052
1316,674,37,3504529
1316,759,33,5648841
1316,746,6,797298
1316,598,22,1836494
1317,919,37,1012616
1317,697,31,4484708
1317,638,8,947712
1317,629,26,1213368
1317,818,44,3018224
1317,564,13,379574
1318,952,25,1956100
1319,700,26,3070574
1319,884,9,1483038
1319,677,43,3313881
1320,890,29,4032102
1320,884,28,4613896
1320,640,30,3672840
1320,674,29,2746793
1320,956,28,1378272
1320,874,36,4092372
1320,568,42,472584
1321,555,14,2576224
1321,781,5,460900
1321,928,4,457052
1321,959,47,2384686
1321,827,15,2032515
1321,891,35,1053605
1321,807,17,1901178
1321,626,43,2885644
1322,761,13,966199
1322,562,33,6068040
1322,675,7,1377110
1322,579,5,740065
1322,809,12,1004376
1323,676,35,1702330
1324,632,35,1741215
1324,621,11,942667
1324,802,12,122820
1324,786,41,5196668
1324,594,16,479408
1324,838,43,6461008
1324,640,20,2448560
1325,530,21,3245088
1325,569,10,497640
1325,723,20,3381920
1325,696,26,2979392
1325,579,2,296026
1325,898,15,459135
1326,655,28,3852800
1326,929,30,303780
1327,964,34,614380
1327,677,20,1541340
1327,736,49,7551782
1327,962,18,3433680
1327,926,20,1405580
1327,617,4,446280
1327,932,31,3718295
1327,629,26,1213368
1327,502,2,67666
1328,641,31,1042344
1328,542,3,354957
1328,998,2,287108
1328,813,47,2534475
1328,668,3,43863
1328,707,8,288552
1328,583,17,1775752
1329,618,3,523518
1329,802,21,214935
1329,550,3,552591
1329,874,43,4888111
1329,586,39,4182321
1329,842,18,382428
1329,642,23,766383
1329,880,46,8507424
1329,598,25,2086925
1330,623,33,4338345
1330,764,21,3999408
1330,868,1,107720
1330,891,17,511751
1330,967,37,2507157
1330,892,18,1345896
1330,632,37,1840713
1330,758,14,2065574
1330,847,14,1431682
1331,689,17,188054
1331,524,36,1208664
1331,711,20,665500
1331,591,26,2943096
1331,697,48,6944064
1331,842,25,531150
1331,520,46,4974532
1332,542,24,2839656
1332,805,12,929328
1332,658,48,6774096
1332,855,41,1415279
1332,673,9,835542
1333,522,24,2175408
1333,549,18,1293786
1333,983,38,4327896
1333,727,15,1896315
1333,795,26,2803554
1333,706,33,4865619
1333,707,33,1190277
1333,970,1,51914
1334,549,12,862524
1335,571,20,3570260
1335,592,21,3798543
1335,734,14,2359252
1335,561,34,1619284
1335,580,10,359340
1335,818,34,2332264
1336,729,36,2962908
1337,523,46,2788152
1337,626,19,1275052
1337,567,46,2494948
1337,599,17,414596
1338,829,45,7112520
1338,825,41,6765082
1338,544,11,508057
1338,637,49,3025505
1338,677,5,385335
1339,594,45,1348335
1339,708,26,595660
1339,561,23,1095398
1339,591,29,3282684
1339,681,9,1036674
1339,951,22,2853818
1339,571,10,1785130
1339,755,35,1977990
1340,520,23,2487266
1340,729,24,1975272
1341,599,25,609700
1341,625,40,6601040
1342,641,32,1075968
1342,658,17,2399159
1342,787,43,657341
1342,552,12,1248888
1342,656,24,1450272
1343,643,39,5910840
1343,952,4,312976
1343,792,22,3526336
1344,724,35,6990480
1344,890,42,5839596
1344,712,12,987288
1344,940,12,385392
1345,580,17,610878
1345,510,5,429400
1345,737,6,995340
1345,724,16,3195648
1346,797,37,6561210
1346,710,19,1734016
1346,594,23,689149
1346,943,11,2074545
1346,650,24,3091944
1346,771,23,1208259
1346,959,9,456642
1347,652,24,3492096
1347,891,22,662266
1347,618,18,3141108
1347,990,44,7303516
1348,811,14,2050818
1348,793,28,2885960
1348,754,27,2409453
1349,860,22,338976
1349,736,16,2465888
1349,787,40,611480
1349,586,40,4289560
1349,790,7,996898
1349,746,2,265766
1349,877,26,1799226
1349,560,46,1577110
1349,519,4,637824
1350,807,2,223668
1350,608,36,5950296
1350,976,14,1834112
1350,848,49,7109410
1351,955,29,1958805
1351,526,11,230076
1351,661,45,6185205
1351,894,41,999662
1352,992,21,3415398
1352,663,49,4100614
1352,808,21,1985655
1352,651,23,4458964
1352,956,40,1968960
1352,609,40,5886480
1352,908,27,2330775
1352,729,9,740727
1352,553,2,346242
1353,698,14,1676906
1353,765,40,7466360
1354,791,38,4517136
1354,897,32,4634496
1354,612,24,817704
1355,870,35,1890980
1355,894,4,97528
1355,530,28,4326784
1355,726,35,5892495
1355,962,26,4959760
1356,535,17,936802
1356,631,49,4373348
1356,952,2,156488
1356,710,5,456320
1357,500,40,5551120
1357,974,19,569164
1357,980,6,174582
1357,999,13,447746
1357,820,49,8408155
1357,777,22,1261964
1357,533,5,243825
1357,615,45,5319675
1357,838,38,5709728
1358,764,34,6475232
1358,518,26,591838
1358,677,2,154134
1358,637,34,2099330
1358,776,10,1152920
1358,772,8,94624
1358,720,48,1308480
1358,668,9,131589
1358,831,4,213212
1359,811,7,1025409
1360,668,24,350904
1360,861,7,485653
1361,796,20,3353720
1361,735,17,2278680
1361,515,8,1456120
1361,962,36,6867360
1361,863,41,6171238
1361,936,49,9258746
1362,866,35,2147460
1362,980,22,640134
1362,741,16,2866912
1362,986,27,1516401
1362,840,4,310912
1362,797,28,4965240
1362,908,36,3107700
1362,629,25,1166700
1362,606,41,6040366
1363,866,15,920340
1363,989,31,1948443
1363,759,14,2396478
1363,863,43,6472274
1363,620,44,5515796
1363,576,1,88587
1363,705,17,624478
1363,663,47,3933242
1363,542,10,1183190
1364,800,43,4021532
1364,632,29,1442721
1364,824,13,2084602
1364,976,41,5371328
1364,569,47,2338908
1364,589,1,193401
1365,846,32,5680864
1366,817,33,6035832
1366,849,12,255624
1366,869,12,919872
1366,857,45,4090950
1366,642,16,533136
1366,658,32,4516064
1366,768,46,3568864
1366,740,20,382220
1366,947,46,5067268
1367,654,35,2600185
1368,788,31,5439229
1368,839,38,6086384
1369,872,8,337232
1369,528,19,3292187
1369,841,44,7703872
1369,711,5,166375
1369,878,26,1098890
1369,806,45,6733755
1370,674,12,1136604
1371,833,14,695954
1371,679,15,1739655
1371,886,42,3440094
1371,880,22,4068768
1372,962,18,3433680
1372,558,17,1987028
1372,726,6,1010142
1373,980,4,116388
1373,797,18,3191940
1373,950,4,721416
1373,825,15,2475030
1373,596,28,3805508
1373,732,26,2239250
1374,867,22,457358
1374,640,45,5509260
1374,931,19,715008
1374,887,2,277752
1374,875,44,3422276
1374,738,32,458368
1374,659,13,1577121
1374,633,22,3092320
1374,961,7,516117
1375,655,17,2339200
1375,857,15,1363650
1375,607,5,791080
1375,716,17,2985217
1375,565,5,804150
1375,844,38,6059214
1375,595,39,2539797
1375,637,30,1852350
1376,503,17,2468910
1377,745,16,2717088
1378,593,4,261916
1378,857,19,1727290
1378,568,48,540096
1378,559,33,4485261
1378,636,7,1118943
1378,895,1,94291
1378,522,3,271926
1379,621,49,4199153
1379,653,7,736799
1379,925,47,2219293
1379,908,39,3366675
1380,653,8,842056
1380,518,26,591838
1380,983,13,1480596
1380,760,19,989919
1380,640,1,122428
1380,578,14,915502
1380,916,33,2749527
1381,578,11,719323
1381,540,32,1527808
1381,973,25,4670925
1381,749,33,4033293
1381,829,18,2845008
1381,928,11,1256893
1382,941,41,7269956
1382,621,10,856970
1383,891,15,451545
1383,613,30,2047290
1383,870,34,1836952
1384,954,42,2783088
1384,568,43,483836
1384,562,32,5884160
1384,678,20,2560660
1384,670,25,3654950
1384,601,12,958032
1384,565,33,5307390
1384,715,19,1110493
1385,812,29,5139699
1385,874,9,1023093
1385,617,43,4797510
1385,868,20,2154400
1385,751,33,2093553
1385,896,38,4225410
1385,683,34,6015484
1385,736,1,154118
1385,680,15,1483035
1386,753,25,523850
1386,756,31,3045316
1386,505,47,797590
1386,848,21,3046890
1386,966,21,391986
1386,629,48,2240064
1386,713,22,2437072
1387,571,33,5890929
1387,506,15,1237110
1387,880,48,8877312
1387,792,21,3366048
1387,669,17,2653802
1387,670,33,4824534
1387,891,13,391339
1387,893,48,6533184
1387,955,38,2566710
1388,988,44,8400128
1388,868,43,4631960
1388,618,40,6980240
1388,859,49,3984876
1388,922,12,1221012
1388,734,12,2022216
1388,698,12,1437348
1388,563,31,6043233
1389,555,3,552048
1390,524,19,637906
1390,510,34,2919920
1390,587,10,523180
1390,833,18,894798
1390,919,49,1341032
1390,569,44,2189616
1390,709,6,500874
1390,760,9,468909
1390,677,44,3390948
1391,828,36,1101996
1391,662,20,773980
1391,929,46,465796
1392,578,7,457751
1392,825,19,3135038
1392,985,27,2172960
1392,527,20,296180
1392,724,32,6391296
1392,555,15,2760240
1393,945,17,2171206
1393,830,26,625560
1393,786,8,1013984
1393,752,20,216920
1393,500,34,4718452
1394,904,44,3577860
1394,614,44,5976388
1394,768,36,2793024
1394,587,41,2145038
1394,867,36,748404
1394,622,40,1549280
1395,540,28,1336832
1395,766,29,5163392
1395,680,40,3954760
1396,650,22,2834282
1396,608,22,3636292
1397,811,18,2636766
1397,693,21,4155165
1397,696,40,4583680
1398,855,4,138076
1399,718,30,2571090
1399,707,32,1154208
1399,930,8,498632
1399,637,37,2284565
1399,912,39,4876287
1400,978,38,3962260
1400,685,32,2678016
1400,726,8,1346856
1400,846,46,8166242
1400,972,4,310104
1400,829,8,1264448
1401,896,33,3669435
1401,514,25,260100
1401,728,44,510620
1401,523,19,1151628
1401,932,33,3958185
1402,832,29,4940411
1402,629,28,1306704
1402,943,7,1320165
1402,572,3,191046
1402,947,40,4406320
1402,725,2,252296
1402,533,42,2048130
1402,942,11,1569887
1403,844,12,1913436
1403,729,24,1975272
1403,764,25,4761200
1403,998,40,5742160
1403,841,24,4202112
1403,697,21,3038028
1403,989,38,2388414
1404,950,46,8296284
1404,848,44,6383960
1404,888,28,2084180
1404,786,7,887236
1404,899,17,2678350
1404,867,47,977083
1404,766,48,8546304
1405,672,44,1233320
1405,775,2,84508
1405,622,18,697176
1405,681,23,2649278
1405,966,42,783972
1405,848,9,1305810
1406,633,44,6184640
1406,655,6,825600
1406,776,1,115292
1406,687,48,5811648
1406,809,9,753282
1406,574,23,2100291
1406,799,27,3139776
1406,969,14,2069970
1407,509,33,924561
1407,745,29,4924722
1408,980,34,989298
1408,638,35,4146240
1408,717,30,4091820
1408,599,17,414596
1408,991,34,3628854
1408,702,38,3501776
1408,545,25,3707775
1409,548,26,5176314
1409,710,21,1916544
1409,671,26,3801044
1409,790,32,4557248
1409,745,19,3226542
1409,788,25,4386475
1409,858,37,4825910
1409,772,4,47312
1409,702,37,3409624
1410,962,36,6867360
1411,747,45,6353505
1411,998,25,3588850
1411,664,30,2329830
1411,676,28,1361864
1411,779,37,4949897
1411,694,44,2548260
1411,544,26,1200862
1411,534,39,6859632
1412,562,47,8642360
1412,910,36,2351448
1412,637,10,617450
1412,835,36,3000240
1413,520,8,865136
1413,624,39,5943054
1413,529,14,2721628
1413,896,39,4336605
1413,929,46,465796
1413,894,13,316966
1414,796,49,8216614
1414,500,9,1249002
1415,984,2,337536
1415,906,12,1634460
1416,703,7,945252
1416,781,43,3963740
1416,913,48,4131696
1416,807,33,3690522
1416,766,15,2670720
1416,552,19,1977406
1416,658,25,3528175
1416,791,13,1545336
1416,931,36,1354752
1417,600,42,653898
1417,563,39,7602777
1417,671,32,4678208
1417,841,13,2276144
1417,803,25,1323225
1417,615,29,3428235
1418,759,12,2054124
1418,945,13,1660334
1418,522,27,2447334
1418,527,30,444270
1419,732,9,775125
1419,591,22,2490312
1419,836,12,1355688
1419,518,10,227630
1419,871,47,3500748
1419,765,35,6533065
1419,584,20,1268260
1420,599,45,1097460
1421,817,12,2194848
1421,717,33,4501002
1421,729,37,3045211
1421,883,6,1177512
1422,944,46,6167910
1422,684,26,1463046
1422,975,47,2643280
1422,897,36,5213808
1422,703,47,6346692
1422,625,35,5775910
1422,858,9,1173870
1423,784,30,4298730
1423,774,1,30618
1424,550,28,5157516
1425,980,28,814716
1425,659,12,1455804
1425,948,29,5633105
1426,534,34,5980192
1426,782,9,881622
1426,652,5,727520
1427,919,29,793672
1427,746,3,398649
1427,817,35,6401640
1427,646,46,8477478
1427,700,44,5196356
1427,715,17,993599
1427,887,16,2222016
1428,872,46,1939084
1428,927,39,2458092
1428,804,29,3981961
1428,995,48,564432
1428,530,46,7108288
1428,711,28,931700
1428,740,15,286665
1429,938,8,356480
1429,915,36,5166540
1429,922,45,4578795
1429,888,30,2233050
1429,613,43,2934449
1429,705,15,551010
1429,612,40,1362840
1429,631,25,2231300
1429,971,20,2754760
1430,985,13,1046240
1430,833,25,1242775
1430,736,37,5702366
1430,727,17,2149157
1430,760,36,1875636
1430,673,20,1856760
1431,555,35,6440560
1431,904,6,487890
1431,951,19,2464661
1431,986,16,898608
1431,879,4,451664
1431,807,17,1901178
1431,520,44,4758248
1431,608,28,4628008
1431,914,48,4822752
1432,977,22,3920840
1432,702,9,829368
1432,779,46,6153926
1432,930,10,623290
1432,746,46,6112618
1433,779,24,3210744
1433,593,16,1047664
1433,850,12,930072
1433,680,21,2076249
1433,612,17,579207
1433,936,6,1133724
1433,658,49,6915223
1433,547,2,48978
1433,930,4,249316
1434,905,17,1493178
1434,967,32,2168352
1435,840,12,932736
1435,637,23,1420135
1435,728,6,69630
1435,839,37,5926216
1435,549,42,3018834
1436,580,40,1437360
1436,811,30,4394610
1436,816,3,54021
1436,592,13,2351479
1436,851,44,2250908
1436,812,41,7266471
1436,974,5,149780
1436,602,43,4926639
1437,558,4,467536
1437,679,46,5334942
1437,868,34,3662480
1438,713,6,664656
1439,823,33,842292
1439,797,32,5674560
1439,937,15,2321850
1440,708,19,435290
1440,541,3,559845
1440,659,5,606585
1440,991,4,426924
1440,981,39,5907213
1440,618,3,523518
1440,707,37,1334553
1440,675,2,393460
1441,909,15,2311065
1441,569,44,2189616
1441,823,45,1148580
1441,945,8,1021744
1441,604,44,6735828
1441,929,30,303780
1441,887,24,3333024
1441,672,46,1289380
1441,848,44,6383960
1442,803,48,2540592
1442,526,42,878472
1442,638,25,2961600
1442,595,3,195369
1442,816,23,414161
1442,632,10,497490
1442,634,26,2981680
1443,782,49,4799942
1443,888,24,1786440
1444,861,32,2220128
1444,559,15,2038755
1444,892,47,3514284
1444,777,33,1892946
1444,930,6,373974
1444,891,23,692369
1444,508,47,7588432
1444,792,25,4007200
1445,738,5,71620
1445,648,38,7475246
1446,993,22,1602106
1446,662,1,38699
1446,995,30,352770
1447,704,31,4155519
1448,524,33,1107942
1448,941,12,2127792
1448,773,38,452846
1448,656,40,2417120
1448,992,8,1301104
1449,545,3,444933
1449,519,34,5421504
1449,872,40,1686160
1449,648,45,8852265
1449,943,38,7166610
1449,527,17,251753
1449,888,25,1860875
1449,731,23,4535830
1450,838,43,6461008
1450,844,7,1116171
1450,859,39,3171636
1450,729,33,2715999
1450,727,12,1517052
1450,569,3,149292
1450,782,44,4310152
1450,631,47,4194844
1450,653,14,1473598
1451,682,4,178696
1451,676,36,1750968
1452,520,41,4433822
1452,624,30,4571580
1452,907,21,507213
1452,942,44,6279548
1452,993,2,145646
1452,805,13,1006772
1452,940,5,160580
1452,819,49,6423949
1453,521,15,2263980
1453,703,10,1350360
1453,706,45,6634935
1453,721,41,5025821
1453,688,12,1816068
1453,616,23,4193176
1454,582,9,771705
1455,570,44,3859196
1455,591,25,2829900
1455,590,37,1964256
1455,937,10,1547900
1455,985,15,1207200
1455,757,46,4948634
1455,996,44,8052924
1456,846,6,1065162
1456,843,34,6345420
1457,753,10,209540
1458,639,33,3361545
1458,604,47,7195089
1458,574,11,1004487
1459,887,22,3055272
1459,577,6,101694
1459,913,4,344308
1459,952,21,1643124
1459,882,44,5972252
1459,889,37,1873347
1459,761,2,148646
1459,583,46,4804976
1459,616,31,5651672
1460,824,1,160354
1461,767,16,2200544
1462,572,38,2419916
1462,917,26,3533010
1462,816,25,450175
1462,949,20,3570040
1462,574,44,4017948
1462,952,2,156488
1462,592,7,1266181
1462,635,39,6161181
1462,855,7,241633
1463,534,34,5980192
1463,533,42,2048130
1463,847,4,409052
1464,812,27,4785237
1464,802,20,204700
1464,601,21,1676556
1464,886,44,3603908
1464,541,28,5225220
1464,728,45,522225
1464,623,3,394395
1465,526,4,83664
1465,649,32,5130688
1465,925,24,1133256
1465,621,36,3085092
1465,940,26,835016
1465,942,41,5851397
1465,509,21,588357
1465,786,43,5450164
1466,891,32,963296
1466,990,2,331978
1466,789,22,407264
1467,934,43,7972157
1467,922,25,2543775
1467,856,43,8509313
1467,512,36,673272
1467,648,16,3147472
1468,558,49,5727316
1468,939,31,2684259
1468,965,43,5854923
1468,652,47,6838688
1468,954,38,2518032
1468,858,49,6391070
1468,813,32,1725600
1469,705,25,918350
1469,711,21,698775
1469,998,31,4450174
1469,599,45,1097460
1469,812,19,3367389
1469,986,46,2583498
1469,834,16,2448416
1469,505,25,424250
1470,526,20,418320
1470,824,38,6093452
1470,853,11,1173106
1470,922,24,2442024
1470,925,8,377752
1470,690,18,1088064
1470,622,9,348588
1470,963,33,4938417
1470,510,16,1374080
1471,724,14,2796192
1472,650,39,5024409
1472,822,32,3095680
1472,649,29,4649686
1472,600,6,93414
1472,570,35,3069815
1473,687,47,5690572
1473,580,41,1473294
1474,504,38,1151742
1474,944,15,2011275
1474,581,15,2466870
1474,989,14,879942
1474,917,27,3668895
1474,776,7,807044
1474,747,3,423567
1475,600,26,404794
1475,913,24,2065848
1476,680,3,296607
1476,524,26,872924
1476,585,10,1978720
1476,533,15,731475
1476,646,8,1474344
1476,619,49,3906476
1477,685,4,334752
1477,947,11,1211738
1477,734,43,7246274
1477,818,9,617364
1478,806,45,6733755
1478,547,3,73467
1479,766,48,8546304
1479,809,11,920678
1480,830,15,360900
1480,545,41,6080751
1481,763,29,5775031
1481,623,14,1840510
1481,839,39,6246552
1482,895,30,2828730
1482,739,27,2330721
